PassengerId,Survived_pred,Probability
1085,0,0.1326163934263693
1086,1,0.8089063699915472
1087,0,0.15388420810851372
1088,1,0.6012404341179219
1089,1,0.5543106743650379
1090,0,0.14706407959884799
1091,1,0.516830578328234
1092,1,0.8613092790657556
1093,1,0.8446736790035916
1094,0,0.40698508963316127
1095,1,0.9384809245523223
1096,0,0.14449515725182693
1097,0,0.15996929806145543
1098,1,0.8285683734349099
1099,0,0.14553078665797922
1100,1,0.8482285940723312
1101,0,0.14736241964129768
1102,0,0.17732775701848663
1103,0,0.14750757387213811
1104,0,0.2529074565728398
1105,1,0.7684174586166748
1106,0,0.29192912402962407
1107,0,0.15864280394246613
1108,1,0.8523924730584197
1109,0,0.29206350505505735
1110,1,0.8909990994461282
1111,0,0.148817515956284
1112,1,0.8565991906104333
1113,0,0.15090649171576132
1114,1,0.8455375953035914
1115,0,0.15058060454604294
1116,1,0.782983397829951
1117,1,0.6485018942931785
1118,0,0.14801960813695075
1119,1,0.8522263388912692
1120,0,0.17033020971733895
1121,0,0.15337630031894636
1122,0,0.2692313213837657
1123,1,0.8827544235453162
1124,0,0.12495196607536213
1125,0,0.15613025091860058
1126,0,0.23875116200782065
1127,0,0.15273604623369716
1128,0,0.29112385617184633
1129,0,0.17783901817414544
1130,1,0.892522904023048
1131,1,0.9054130904533279
1132,1,0.7687046247455375
1133,1,0.7952311227359508
1134,0,0.26651644127602686
1135,0,0.14860174930386658
1136,0,0.08404437398145431
1137,0,0.1638703167601283
1138,1,0.8630456469169221
1139,0,0.11227854640065812
1140,1,0.8523543785475616
1141,1,0.6864472360635347
1142,1,0.9297381280764407
1143,0,0.15282685171358018
1144,0,0.2179835586016984
1145,0,0.1494469648360993
1146,0,0.15558920201702076
1147,0,0.14815721959813727
1148,0,0.15605458116651785
1149,0,0.148817515956284
1150,1,0.8473225187578061
1151,0,0.15055405785683168
1152,0,0.1279535632345153
1153,0,0.15065523578056597
1154,1,0.8661309929505826
1155,1,0.8286733218383516
1156,0,0.13278962075489054
1157,0,0.14861274266899843
1158,0,0.15933588413093389
1159,0,0.14815721959813727
1160,1,0.5165882712009034
1161,0,0.16394432539774118
1162,0,0.18441741097133044
1163,0,0.15605458116651785
1164,1,0.8702745243371761
1165,1,0.8522883377732026
1166,0,0.15801037128719464
1167,1,0.848313379493163
1168,0,0.14384951311297833
1169,0,0.14807550364821448
1170,0,0.1373245678513942
1171,0,0.1491505077606369
1172,1,0.533748629700926
1173,1,0.7612585068009075
1174,1,0.8522263388912692
1175,1,0.8922253152844996
1176,1,0.8224659556110898
1177,0,0.15630473640715745
1178,0,0.14776615628600787
1179,0,0.18253149898548923
1180,0,0.15801379854060657
1181,0,0.148817515956284
1182,0,0.15943539590695746
1183,1,0.8467735280300436
1184,0,0.15801379854060657
1185,0,0.16836182393437948
1186,0,0.15940651967428468
1187,0,0.14750556323205313
1188,1,0.935571000966882
1189,0,0.15930520575647097
1190,0,0.15709551033940514
1191,0,0.14942349440601246
1192,0,0.1526004651102432
1193,0,0.13520905166521213
1194,0,0.12062233375386076
1195,0,0.14856131235416936
1196,1,0.8522263388912692
1197,1,0.7933723932987399
1198,0,0.33200632569549854
1199,1,0.7688441301601163
1200,0,0.17648381943237335
1201,0,0.43859241887551664
1202,0,0.15984487905222558
1203,0,0.1701627860262224
1204,0,0.14818998117854412
1205,1,0.8169651050611217
1206,1,0.8680547193437919
1207,1,0.8533661655702
1208,0,0.4085794089893545
1209,0,0.15932458889294107
1210,0,0.14788411238816396
1211,0,0.14885980261671627
1212,0,0.14734811193535535
1213,0,0.16242552816000722
1214,0,0.1457086033790855
1215,0,0.15638283763339564
1216,1,0.8628729268996275
1217,0,0.1470759643651307
1218,1,0.794281522449263
1219,0,0.18650845883126912
1220,0,0.14018838276329534
1221,0,0.15380634021970455
1222,1,0.7834845872047783
1223,0,0.15919827119692243
1224,0,0.15801037128719464
1225,1,0.774745783849708
1226,0,0.1479387857930863
1227,0,0.15734008879095107
1228,0,0.14863058926452336
1229,0,0.12084978279273174
1230,0,0.16341732512986792
1231,0,0.15801379854060657
1232,0,0.1642356071109994
1233,0,0.15233666196907755
1234,0,0.427176989195266
1235,1,0.7277012955272516
1236,0,0.08201579063787165
1237,1,0.566628880739262
1238,0,0.1457086033790855
1239,1,0.6067954818652864
1240,0,0.14776455896589358
1241,1,0.8732799558937282
1242,1,0.8775182812623766
1243,0,0.14449515725182693
1244,0,0.24527892307072965
1245,0,0.14607268233027573
1246,1,0.7844358023356348
1247,0,0.15876564603103877
1248,1,0.797736675257358
1249,0,0.14859075887998613
1250,0,0.15605458116651785
1251,0,0.43934825273526174
1252,0,0.18504231640698254
1253,1,0.9058816400783612
1254,1,0.8732799558937282
1255,0,0.1489596366399064
1256,1,0.8880726465705294
1257,0,0.4216662433602051
1258,0,0.15302442941037214
1259,1,0.6457016928705537
1260,1,0.8751603514936518
1261,0,0.13383287002520722
1262,0,0.15931707049244836
1263,1,0.8509977351506017
1264,0,0.16227505214775792
1265,0,0.1588240660759059
1266,1,0.9034411932552743
1267,1,0.837890941553998
1268,0,0.3050059870980376
1269,0,0.15261572291884246
1270,0,0.16029703087226488
1271,0,0.13383491659503335
1272,0,0.15605458116651785
1273,0,0.15514965486178525
1274,1,0.541933984663415
1275,0,0.48106844545675975
1276,0,0.1455345049025917
1277,1,0.8523315494426507
1278,0,0.1474039321136623
1279,0,0.15016339736331805
1280,0,0.1575866055348924
1281,0,0.1331523713029677
1282,0,0.17290083327738953
1283,1,0.9000948471166196
1284,1,0.5278132707720763
1285,0,0.15675872098730181
1286,0,0.056526840027229075
1287,1,0.8870960334604525
1288,0,0.15476229069931205
1289,1,0.9109085938619566
1290,0,0.14902519769620234
1291,0,0.15852557469273637
1292,1,0.8662523763847899
1293,0,0.14291378062865176
1294,1,0.8936447084458746
1295,0,0.2092698477775762
1296,0,0.22683554021815508
1297,0,0.1569172319707705
1298,0,0.1485322247191214
1299,0,0.378385939704649
1300,1,0.8521887216745974
1301,1,0.805320137458838
1302,1,0.8522263388912692
1303,1,0.8687653256459882
1304,1,0.5155230280786725
1305,0,0.148817515956284
1306,1,0.8766392187245621
1307,0,0.15823070685180998
1308,0,0.148817515956284
1309,0,0.12186519802491684
