PassengerId,Survived_pred,Probability
1054,1,0.841923671014804
1055,0,0.09756650563763113
1056,0,0.12325477800571663
1057,0,0.47117916392269216
1058,0,0.3660165699882484
1059,0,0.12282102390105358
1060,1,0.8657755520417347
1061,0,0.4141970182257784
1062,0,0.09521634312408836
1063,0,0.16556320269123334
1064,0,0.11785247958215431
1065,0,0.14033553472886415
1066,0,0.16359045082452217
1067,1,0.9021722901951347
1068,1,0.9089504851627501
1069,0,0.44164389797159154
1070,1,0.8806806439764665
1071,1,0.8937994382608895
1072,0,0.11807401093109832
1073,0,0.4183287160000831
1074,1,0.9204927904706621
1075,0,0.08423632521929517
1076,1,0.9550184260790513
1077,0,0.1292070951100529
1078,1,0.872580102696805
1079,0,0.11798204877324807
1080,0,0.3089453603526528
1081,0,0.12325477800571663
1082,0,0.13743569850004037
1083,0,0.18419169431784577
1084,0,0.3941353265731356
1085,0,0.10579246531848101
1086,1,0.5639875272133941
1087,0,0.10455287302834773
1088,1,0.5265803491256442
1089,0,0.4467049863112586
1090,0,0.11234955959821864
1091,0,0.42013399561186354
1092,1,0.7264904659681362
1093,1,0.6862243515147587
1094,0,0.43790177150701554
1095,1,0.8697863915349413
1096,0,0.11234955959821864
1097,0,0.25796640505449836
1098,1,0.673955785336139
1099,0,0.11234955959821864
1100,1,0.8722432500261319
1101,0,0.10067293305363201
1102,0,0.12351370270366667
1103,0,0.09561634312408834
1104,0,0.27303176346496766
1105,1,0.8698567971777016
1106,0,0.399170896084841
1107,0,0.3080006157711854
1108,1,0.7361643494091417
1109,0,0.2541024010020055
1110,1,0.9365486064392756
1111,0,0.10118821584563087
1112,1,0.8771305815288809
1113,0,0.1036564866727776
1114,1,0.8233174913363294
1115,0,0.10566609438124497
1116,1,0.8144458085499382
1117,1,0.608774825789745
1118,0,0.10467567717895443
1119,1,0.7350532382980305
1120,0,0.10972307612982457
1121,0,0.12325477800571663
1122,0,0.34334293576568947
1123,1,0.9048857356817774
1124,0,0.11529907239503064
1125,0,0.0861579508418719
1126,0,0.4476873594830697
1127,0,0.10290318576596609
1128,0,0.38202779314144186
1129,0,0.21192116987840987
1130,1,0.831458768253248
1131,1,0.97471445086469
1132,1,0.8144458085499382
1133,1,0.8963176350845184
1134,0,0.40699969368059463
1135,0,0.0991950794287758
1136,0,0.12543375976665144
1137,0,0.3299990233612899
1138,1,0.869935902171376
1139,0,0.21405533525741802
1140,1,0.9122157018802991
1141,1,0.5779422372916109
1142,1,0.8022861786783504
1143,0,0.1049262516831454
1144,0,0.481473541587751
1145,0,0.10934719638339803
1146,0,0.12539849519381238
1147,0,0.09521634312408836
1148,0,0.08423632521929517
1149,0,0.10118821584563087
1150,1,0.8516841635106214
1151,0,0.10629039761424386
1152,0,0.11957497424809832
1153,0,0.10229994173461929
1154,1,0.9045205138781912
1155,1,0.6220210150013963
1156,0,0.1625076335436476
1157,0,0.0991950794287758
1158,0,0.13568483361757072
1159,0,0.09521634312408836
1160,0,0.42013399561186354
1161,0,0.11301625162571634
1162,0,0.3834462151879844
1163,0,0.08423632521929517
1164,1,0.9715804802250658
1165,1,0.737281800571506
1166,0,0.13656419506020717
1167,1,0.8993086554003645
1168,0,0.11195792247395041
1169,0,0.13743569850004037
1170,0,0.12890111915320537
1171,0,0.11333997680050917
1172,0,0.40705416108292125
1173,1,0.6805532194067067
1174,1,0.7350532382980305
1175,1,0.6625028760331014
1176,1,0.591719463007259
1177,0,0.09993754524496351
1178,0,0.09521634312408836
1179,0,0.33293748348735824
1180,0,0.14033553472886415
1181,0,0.10118821584563087
1182,0,0.32278424034373027
1183,1,0.5782197832853068
1184,0,0.14033553472886415
1185,0,0.2576486852262558
1186,0,0.11908595307649746
1187,0,0.10226792694540658
1188,1,0.8706056467507018
1189,0,0.21561325746676277
1190,0,0.3223174541291629
1191,0,0.10702860541843519
1192,0,0.1144153434883591
1193,0,0.1485579125746656
1194,0,0.1734459963070069
1195,0,0.10067667615218413
1196,1,0.7350532382980305
1197,1,0.8623021557022729
1198,0,0.2871022316960545
1199,1,0.579636428107834
1200,0,0.2576486852262558
1201,0,0.423879438243985
1202,0,0.11011148972095443
1203,0,0.21131792584706308
1204,0,0.09521634312408836
1205,1,0.628606680845858
1206,1,0.9490483650098156
1207,1,0.6981252535271415
1208,0,0.4145124441926507
1209,0,0.11822032926559091
1210,0,0.10290451842410331
1211,0,0.20311681829667838
1212,0,0.10627067107072899
1213,0,0.16323098456824747
1214,0,0.11286370743617846
1215,0,0.3320456639311433
1216,1,0.9491168368864057
1217,0,0.0998613571248006
1218,1,0.8559688875416203
1219,0,0.3795573262990955
1220,0,0.1345035488210983
1221,0,0.11225913074669444
1222,1,0.9061333149373263
1223,0,0.39306769476086295
1224,0,0.13656419506020717
1225,1,0.6921530070614472
1226,0,0.10226792694540658
1227,0,0.18497967418081543
1228,0,0.12838547951113913
1229,0,0.17825520533772354
1230,0,0.2947425492099837
1231,0,0.14033553472886415
1232,0,0.11822032926559091
1233,0,0.10643386305834927
1234,0,0.18685109917344608
1235,1,0.9117158363476007
1236,0,0.1624522943239467
1237,1,0.5287295148097566
1238,0,0.11286370743617846
1239,1,0.5585826798824368
1240,0,0.1106373489521229
1241,1,0.8962854279832506
1242,1,0.9529730659383958
1243,0,0.11234955959821864
1244,0,0.2653489155685275
1245,0,0.21287755004445
1246,1,0.5989527398304959
1247,0,0.17827695081858674
1248,1,0.9069040668934812
1249,0,0.0991950794287758
1250,0,0.08423632521929517
1251,0,0.4845158169579611
1252,0,0.13130676205343617
1253,1,0.9180331139478981
1254,1,0.8962854279832506
1255,0,0.10227167004395867
1256,1,0.9701537405267443
1257,0,0.23737016386959922
1258,0,0.21708847186397123
1259,0,0.4413383683940533
1260,1,0.9552622225649017
1261,0,0.1564896048243994
1262,0,0.12181490410603123
1263,1,0.972774666472627
1264,0,0.1382304578612757
1265,0,0.12136288611382474
1266,1,0.9322168559515834
1267,1,0.9584896765485091
1268,0,0.40939522671962136
1269,0,0.11059726821897828
1270,0,0.29575699886680007
1271,0,0.28165104743554753
1272,0,0.08423632521929517
1273,0,0.08923079835850267
1274,0,0.4907750859542112
1275,0,0.4762204419060548
1276,0,0.1108770764201357
1277,1,0.8935745645891592
1278,0,0.10529998041195332
1279,0,0.12136288611382474
1280,0,0.08904370595774727
1281,0,0.2884616657779995
1282,0,0.3116351448633809
1283,1,0.9243606925882536
1284,0,0.23371075762245372
1285,0,0.12224699031300285
1286,0,0.0973791621693192
1287,1,0.9221619671774894
1288,0,0.0735954001842367
1289,1,0.9636266733248885
1290,0,0.10629039761424386
1291,0,0.10489619318688995
1292,1,0.9373038308443149
1293,0,0.13183326883214744
1294,1,0.963487638625134
1295,0,0.32747088343959374
1296,0,0.37529579504771254
1297,0,0.20507444284273388
1298,0,0.12341422688010391
1299,0,0.3871020051622165
1300,1,0.7211862326044688
1301,1,0.6190530571714983
1302,1,0.7350532382980305
1303,1,0.9577251654326518
1304,0,0.45855147898848014
1305,0,0.10118821584563087
1306,1,0.9702669370703867
1307,0,0.09993754524496351
1308,0,0.10118821584563087
1309,0,0.2936690082970593
